

2017年01月06日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10770.31,+,15.56,0.14
發行量加權股價指數,9372.22,+,14.08,0.15
臺灣公司治理100指數,5299.31,+,2.31,0.04
臺灣50指數,7074.97,+,16.8,0.24
臺灣中型100指數,6393.43,+,17.44,0.27
臺灣資訊科技指數,8427.57,+,39.77,0.47
臺灣發達指數,7949.25,+,5.15,0.06
臺灣高股息指數,5499.94,+,13.47,0.25
臺灣就業99指數,5643.92,+,14.15,0.25
臺灣高薪100指數,5253.77,+,7.61,0.15
臺灣低波動高股息指數,1362.09,+,2.95,0.22
未含金融保險股指數,7912.77,+,11.67,0.15
未含電子股指數,13276.06,-,4.18,-0.03
未含金融電子股指數,11410.49,-,12.71,-0.11
小型股300指數,5559.27,+,16.53,0.3
漲升股利150指數,5323.23,+,2.98,0.06
漲升股利100指數,5280.17,+,3.22,0.06
水泥窯製類指數,427.53,-,0.78,-0.18
塑膠化工類指數,876.87,+,0.69,0.08
機電類指數,2113.44,+,6.8,0.32
水泥類指數,112,-,0.07,-0.06
食品類指數,1375.03,+,0.45,0.03
塑膠類指數,264.89,-,0.03,-0.01
紡織纖維類指數,476.27,+,0.55,0.12
電機機械類指數,156.99,+,1.21,0.78
電器電纜類指數,38.95,-,0.15,-0.38
化學生技醫療類指數,100.39,-,0.17,-0.17
化學類指數,99.89,-,0.13,-0.13
生技醫療類指數,71.42,-,0.15,-0.21
玻璃陶瓷類指數,35.95,-,0.3,-0.83
造紙類指數,189.17,+,8.06,4.45
鋼鐵類指數,98.52,-,0.41,-0.41
橡膠類指數,320.58,+,2.96,0.93
汽車類指數,250.63,+,0.28,0.11
電子類指數,375.87,+,1.16,0.31
半導體類指數,130.11,+,0.53,0.41
電腦及週邊設備類指數,96.93,+,0.45,0.47
光電類指數,37.9,+,0.64,1.72
通信網路類指數,119.81,-,1.12,-0.93
電子零組件類指數,79.31,+,0.46,0.58
電子通路類指數,108.75,+,0.29,0.27
資訊服務類指數,85.9,+,0.48,0.56
其他電子類指數,86.79,-,0.05,-0.06
建材營造類指數,239.86,+,0.47,0.2
航運類指數,58.6,+,0.31,0.53
觀光類指數,108.02,+,0.66,0.61
金融保險類指數,1087.28,+,1.82,0.17
貿易百貨類指數,205.45,-,2.23,-1.07
油電燃氣類指數,137.67,-,2.38,-1.7
其他類指數,239.31,+,0.48,0.2
臺指日報酬兩倍指數,12816.67,+,38.45,0.3
臺指日報酬反向一倍指數,8505.21,-,12.82,-0.15
電子類兩倍槓桿指數,9664.82,+,59.47,0.62
電子類反向指數,9495.74,-,29.49,-0.31
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11993.25,+,17.33,0.14
發行量加權股價報酬指數,15451.94,+,23.21,0.15
臺灣公司治理100報酬指數,5744.67,+,2.52,0.04
臺灣50報酬指數,11795.87,+,28.01,0.24
臺灣中型100報酬指數,9915.63,+,27.05,0.27
臺灣資訊科技報酬指數,13361.13,+,63.06,0.47
臺灣發達報酬指數,11944.76,+,7.74,0.06
臺灣高股息報酬指數,10304.01,+,25.24,0.25
臺灣就業99報酬指數,6933.62,+,17.39,0.25
臺灣高薪100報酬指數,5773.98,+,8.37,0.15
臺灣低波動高股息報酬指數,2936.8,+,6.35,0.22
未含金融電子股報酬指數,18855.59,-,21,-0.11
小型股300報酬指數,5806.24,+,17.27,0.3
漲升股利150報酬指數,5499.16,+,3.07,0.06
漲升股利100報酬指數,5446.25,+,3.31,0.06
水泥類報酬指數,163.54,-,0.1,-0.06
