

2016年09月09日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10594.08,-,103.96,-0.97
發行量加權股價指數,9164.88,-,98.01,-1.06
臺灣公司治理100指數,5123.27,-,65.9,-1.27
臺灣50指數,6857.69,-,101.9,-1.46
臺灣中型100指數,6503.8,-,46.79,-0.71
臺灣資訊科技指數,8373.64,-,135.51,-1.59
臺灣發達指數,7760.12,-,94.15,-1.2
臺灣高股息指數,5585.63,-,25.23,-0.45
臺灣就業99指數,5482.91,-,56.28,-1.02
臺灣高薪100指數,5030.05,-,58.43,-1.15
臺灣低波動高股息指數,1373.07,-,9.58,-0.69
未含金融保險股指數,7794.83,-,83.02,-1.05
未含電子股指數,12739.1,-,115.82,-0.9
未含金融電子股指數,11080.05,-,92.56,-0.83
小型股300指數,5504.03,-,5.91,-0.11
漲升股利150指數,5276.55,-,59.27,-1.11
漲升股利100指數,5263.36,-,60.5,-1.14
水泥窯製類指數,441.94,-,6.6,-1.47
塑膠化工類指數,795.11,-,10.2,-1.27
機電類指數,2104.28,-,24.62,-1.16
水泥類指數,114.57,-,2.05,-1.76
食品類指數,1434.92,-,18.29,-1.26
塑膠類指數,227.03,-,3.9,-1.69
紡織纖維類指數,493.54,-,7.4,-1.48
電機機械類指數,167.36,-,0.63,-0.38
電器電纜類指數,36.04,-,0.15,-0.41
化學生技醫療類指數,101.31,-,0.49,-0.48
化學類指數,95.8,-,0.57,-0.59
生技醫療類指數,76.55,-,0.27,-0.35
玻璃陶瓷類指數,39.29,-,0.02,-0.05
造紙類指數,155.55,-,0.18,-0.12
鋼鐵類指數,88.98,-,0.9,-1
橡膠類指數,331.46,-,1.37,-0.41
汽車類指數,256.35,-,0.34,-0.13
電子類指數,373.48,-,4.5,-1.19
半導體類指數,128.44,-,2.1,-1.61
電腦及週邊設備類指數,99.74,-,0.9,-0.89
光電類指數,34.69,-,0.4,-1.14
通信網路類指數,127.55,-,0.69,-0.54
電子零組件類指數,81.01,-,1.01,-1.23
電子通路類指數,111.54,+,0.12,0.11
資訊服務類指數,77.67,-,0.25,-0.32
其他電子類指數,82.99,-,0.64,-0.77
建材營造類指數,241.27,-,0.68,-0.28
航運類指數,61.17,-,0.35,-0.57
觀光類指數,117.53,-,2.34,-1.95
金融保險類指數,1012.46,-,11.13,-1.09
貿易百貨類指數,223.61,-,0.28,-0.13
油電燃氣類指數,121.71,-,0.22,-0.18
其他類指數,249.84,-,1.44,-0.57
臺指日報酬兩倍指數,12321.96,-,266.39,-2.12
臺指日報酬反向一倍指數,8744.47,+,91.56,1.06
電子類兩倍槓桿指數,9609.93,-,234.4,-2.38
電子類反向指數,9624.03,+,113.23,1.19
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11793.12,-,115.7,-0.97
發行量加權股價報酬指數,15105.64,-,161.55,-1.06
臺灣公司治理100報酬指數,5553.73,-,71.43,-1.27
