

2015年09月15日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9527.07,-,53.76,-0.56
發行量加權股價指數,8259.99,-,47.3,-0.57
臺灣公司治理100指數,4531.94,-,24.09,-0.53
臺灣50指數,6116.87,-,57.87,-0.94
臺灣中型100指數,6105.75,+,5.37,0.09
臺灣資訊科技指數,6617.44,-,67.35,-1.01
臺灣發達指數,7430.27,-,54.28,-0.73
臺灣高股息指數,4872.26,-,13.82,-0.28
臺灣就業99指數,5090.54,-,22.9,-0.45
臺灣高薪100指數,4615,-,28.71,-0.62
臺灣低波動高股息指數,1279.55,-,1.84,-0.14
未含金融保險股指數,6870.4,-,42.99,-0.62
未含電子股指數,12236.31,-,8,-0.07
未含金融電子股指數,10310.35,+,2.38,0.02
小型股300指數,--,,--,--
水泥窯製類指數,460.89,+,0.39,0.08
塑膠化工類指數,702.77,-,2.29,-0.32
機電類指數,1791.3,-,18.2,-1.01
水泥類指數,123.33,+,0.14,0.11
食品類指數,1311.12,-,3.77,-0.29
塑膠類指數,201.69,-,0.71,-0.35
紡織纖維類指數,598.49,+,10.4,1.77
電機機械類指數,139.95,-,0.45,-0.32
電器電纜類指數,29.03,-,0.01,-0.03
化學生技醫療類指數,88.93,-,0.3,-0.34
化學類指數,85.56,-,0.31,-0.36
生技醫療類指數,65.68,-,0.22,-0.33
玻璃陶瓷類指數,34.19,-,0.04,-0.12
造紙類指數,146.15,+,1.32,0.91
鋼鐵類指數,76.8,+,0.05,0.07
橡膠類指數,287.53,-,0.5,-0.17
汽車類指數,265.11,-,1.33,-0.5
電子類指數,318.24,-,3.33,-1.04
半導體類指數,98.7,-,0.95,-0.95
電腦及週邊設備類指數,87.95,-,0.74,-0.83
光電類指數,31.64,-,0.7,-2.16
通信網路類指數,109.66,+,0.13,0.12
電子零組件類指數,75.89,-,2.34,-2.99
電子通路類指數,95.5,-,0.36,-0.38
資訊服務類指數,86.6,-,0.49,-0.56
其他電子類指數,84.31,-,0.57,-0.67
建材營造類指數,233.25,-,0.66,-0.28
航運類指數,70.95,-,0.19,-0.27
觀光類指數,114.76,+,2.24,1.99
金融保險類指數,1048.49,-,2.79,-0.27
貿易百貨類指數,197,-,0.43,-0.22
油電燃氣類指數,96.1,+,0.96,1.01
其他類指數,250.53,-,1.12,-0.45
臺指日報酬兩倍指數,10190.44,-,117.38,-1.14
臺指日報酬反向一倍指數,9878.14,+,55.93,0.57
電子類兩倍槓桿指數,7129.9,-,150.79,-2.07
電子類反向指數,11541.5,+,118.29,1.04
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10194.28,-,57.3,-0.56
發行量加權股價報酬指數,13070.62,-,74.53,-0.57
臺灣公司治理100報酬指數,4706.3,-,25.03,-0.53
臺灣50報酬指數,9785.74,-,92.57,-0.94
臺灣中型100報酬指數,9109.35,+,8.01,0.09
臺灣資訊科技報酬指數,10065.93,-,102.44,-1.01
臺灣發達報酬指數,10736.94,-,78.45,-0.73
臺灣高股息報酬指數,8631.35,-,24.49,-0.28
臺灣就業99報酬指數,6011,-,27.04,-0.45
臺灣高薪100報酬指數,4851.83,-,30.18,-0.62
臺灣低波動高股息報酬指數,2637.76,-,3.79,-0.14
未含金融電子股報酬指數,16384.8,+,4.98,0.03
小型股300報酬指數,--,,--,--
水泥類報酬指數,173.51,+,0.2,0.12
食品類報酬指數,1558.76,-,4.49,-0.29
塑膠類報酬指數,257.37,-,0.88,-0.34
紡織纖維類報酬指數,755.63,+,13.13,1.77
電機機械類報酬指數,173.94,-,0.55,-0.32
電器電纜類報酬指數,33.2,-,0.01,-0.03
化學生技醫療類報酬指數,111.42,-,0.39,-0.35
化學類報酬指數,110.25,-,0.4,-0.36
生技醫療類報酬指數,77.93,-,0.26,-0.33
玻璃陶瓷類報酬指數,36.72,-,0.05,-0.14
造紙類報酬指數,174.48,+,1.59,0.92
鋼鐵類報酬指數,99.07,+,0.06,0.06
橡膠類報酬指數,358.41,-,0.62,-0.17
汽車類報酬指數,323.34,-,1.63,-0.5
電子類報酬指數,462.54,-,4.84,-1.04
半導體類報酬指數,137.33,-,1.33,-0.96
電腦及週邊設備類報酬指數,133.3,-,1.12,-0.83
光電類報酬指數,38.49,-,0.85,-2.16
通信網路類報酬指數,175.69,+,0.2,0.11
電子零組件類報酬指數,109.11,-,3.37,-3
電子通路類報酬指數,150.62,-,0.56,-0.37
資訊服務類報酬指數,138.64,-,0.79,-0.57
其他電子類報酬指數,101.64,-,0.68,-0.66
建材營造類報酬指數,316.87,-,0.9,-0.28
航運類報酬指數,85.39,-,0.23,-0.27
觀光類報酬指數,130.23,+,2.54,1.99
金融保險類報酬指數,1355.36,-,3.6,-0.26
貿易百貨類報酬指數,239.33,-,0.51,-0.21
油電燃氣類報酬指數,115.53,+,1.15,1.01
其他類報酬指數,332.84,-,1.33,-0.4
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","61800654603","1638978161","619950"
"2.台灣存託憑證","15711559","5217594","919"
"3.受益憑證","0","0","0"
"4.ETF","5689667510","291205130","39808"
"5.受益證券","39460480","2734000","203"
"6.變更交易股票","3883297","2232203","378"
"7.認購(售)權證","1717973750","1601872000","49330"
"8.轉換公司債","0","0","0"
