

2016年06月23日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10060.94,-,44.07,-0.44
發行量加權股價指數,8676.68,-,39.57,-0.45
臺灣公司治理100指數,4853,-,26.32,-0.54
臺灣50指數,6469.79,-,33.92,-0.52
臺灣中型100指數,6108.71,-,22.65,-0.37
臺灣資訊科技指數,7750.31,-,76.24,-0.97
臺灣發達指數,7437.05,-,5.63,-0.08
臺灣高股息指數,5286.7,-,42.04,-0.79
臺灣就業99指數,5214.04,-,32.45,-0.62
臺灣高薪100指數,4768.07,-,14.23,-0.3
臺灣低波動高股息指數,1310.54,-,4.48,-0.34
未含金融保險股指數,7382.4,-,34.15,-0.46
未含電子股指數,12198.07,-,61.1,-0.5
未含金融電子股指數,10666.47,-,57.12,-0.53
小型股300指數,5289.23,-,12.13,-0.23
水泥窯製類指數,414.94,-,7.09,-1.68
塑膠化工類指數,777.58,-,5.21,-0.67
機電類指數,1972.21,-,8.33,-0.42
水泥類指數,107.95,-,1.92,-1.75
食品類指數,1495.16,-,5.43,-0.36
塑膠類指數,221.56,-,1.72,-0.77
紡織纖維類指數,465.79,-,2.82,-0.6
電機機械類指數,156.33,-,0.96,-0.61
電器電纜類指數,31.3,-,0.01,-0.03
化學生技醫療類指數,98.49,+,0.01,0.01
化學類指數,93.01,+,0.13,0.14
生技醫療類指數,74.54,-,0.09,-0.12
玻璃陶瓷類指數,36.53,-,0.5,-1.35
造紙類指數,157.62,+,0.06,0.04
鋼鐵類指數,83.77,+,0.04,0.05
橡膠類指數,329.91,-,3.69,-1.11
汽車類指數,232.63,-,0.97,-0.42
電子類指數,350.23,-,1.46,-0.42
半導體類指數,118.76,-,1.24,-1.03
電腦及週邊設備類指數,93.04,-,0.38,-0.41
光電類指數,30.54,+,0.06,0.2
通信網路類指數,126.86,-,0.52,-0.41
電子零組件類指數,75.45,-,0.16,-0.21
電子通路類指數,103.38,-,0.4,-0.39
資訊服務類指數,80.42,-,0.62,-0.77
其他電子類指數,80.45,+,0.96,1.21
建材營造類指數,245.4,-,0.84,-0.34
航運類指數,61.57,-,0.4,-0.65
觀光類指數,115.01,-,0.36,-0.31
金融保險類指數,956.08,-,3.93,-0.41
貿易百貨類指數,215.87,-,0.5,-0.23
油電燃氣類指數,112.92,-,1.07,-0.94
其他類指數,234.78,-,0.24,-0.1
臺指日報酬兩倍指數,11077.39,-,101.5,-0.91
臺指日報酬反向一倍指數,9264.14,+,41.87,0.45
電子類兩倍槓桿指數,8484.79,-,71.04,-0.83
電子類反向指數,10304.31,+,42.6,0.42
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10782.32,-,42.13,-0.39
發行量加權股價報酬指數,13751.3,-,55.76,-0.4
臺灣公司治理100報酬指數,5045.8,-,23.83,-0.47
臺灣50報酬指數,10362.46,-,47.77,-0.46
臺灣中型100報酬指數,9134.18,-,33.86,-0.37
臺灣資訊科技報酬指數,11805.07,-,100.71,-0.85
臺灣發達報酬指數,10750.68,-,8.15,-0.08
臺灣高股息報酬指數,9414.91,-,55.34,-0.58
臺灣就業99報酬指數,6177.3,-,23.47,-0.38
臺灣高薪100報酬指數,5016.4,-,14.97,-0.3
臺灣低波動高股息報酬指數,2708.2,-,9.27,-0.34
未含金融電子股報酬指數,16973.33,-,90.74,-0.53
小型股300報酬指數,5297.93,-,11.54,-0.22
水泥類報酬指數,151.88,-,2.69,-1.74
食品類報酬指數,1777.58,-,6.44,-0.36
塑膠類報酬指數,282.73,-,2.2,-0.77
紡織纖維類報酬指數,588.3,-,3.57,-0.6
電機機械類報酬指數,194.87,-,1.2,-0.61
電器電纜類報酬指數,35.79,-,0.01,-0.03
化學生技醫療類報酬指數,123.74,+,0.01,0.01
化學類報酬指數,120.06,+,0.16,0.13
生技醫療類報酬指數,88.78,-,0.12,-0.13
玻璃陶瓷類報酬指數,39.23,-,0.54,-1.36
造紙類報酬指數,188.16,+,0.07,0.04
鋼鐵類報酬指數,108.19,+,0.06,0.06
橡膠類報酬指數,411.23,-,4.61,-1.11
汽車類報酬指數,283.73,-,1.18,-0.41
電子類報酬指數,509.78,-,1.66,-0.32
半導體類報酬指數,165.6,-,1.4,-0.84
電腦及週邊設備類報酬指數,141.11,-,0.57,-0.4
光電類報酬指數,37.19,+,0.07,0.19
通信網路類報酬指數,203.25,-,0.84,-0.41
電子零組件類報酬指數,108.72,-,0.18,-0.17
電子通路類報酬指數,163.87,-,0.35,-0.21
資訊服務類報酬指數,128.74,-,0.99,-0.76
其他電子類報酬指數,97.05,+,1.16,1.21
建材營造類報酬指數,337.2,-,1.15,-0.34
航運類報酬指數,74.15,-,0.47,-0.63
觀光類報酬指數,130.94,-,0.36,-0.27
金融保險類報酬指數,1238.92,-,5.08,-0.41
貿易百貨類報酬指數,263.12,-,0.6,-0.23
油電燃氣類報酬指數,135.76,-,1.28,-0.93
其他類報酬指數,312.22,-,0.32,-0.1
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","52692476412","1332569776","527895"
"2.台灣存託憑證","7387509","1810895","380"
"3.受益憑證","0","0","0"
"4.ETF","6620338443","299505041","34143"
"5.受益證券","3877610","235000","55"
"6.變更交易股票","58453465","25465573","2573"
"7.認購(售)權證","1502325790","1452413000","40243"
